factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,cycle_number,start_time,stop_time,spindle,idle_inter,total
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,1,2022-03-25 13:59:19.208000,2022-03-25 15:47:05.634000,1.498,0.298,1.796
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,2,2022-03-25 16:19:35.625000,2022-03-25 17:47:49.839000,1.379,0.092,1.471
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,3,2022-03-25 17:57:59.958000,2022-03-25 19:20:58.061000,1.383,0.0,1.383
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,4,2022-03-25 19:29:06.207000,2022-03-25 20:47:16.331000,1.291,0.012,1.303
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,5,2022-03-25 21:01:06.449000,2022-03-25 22:25:06.543000,1.4,0.0,1.4
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,6,2022-03-25 22:46:50.611000,2022-03-26 01:14:48.776000,1.376,1.09,2.466
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,7,2022-03-26 01:26:13.000000,2022-03-26 02:42:49.317000,1.242,0.034,1.277
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,8,2022-03-26 02:54:13.247000,2022-03-26 04:19:33.570000,1.347,0.075,1.422
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,9,2022-03-28 10:45:51.453000,2022-03-28 13:10:52.104000,1.515,0.902,2.417
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,10,2022-03-28 13:26:34.030000,2022-03-28 14:52:42.354000,1.431,0.004,1.436
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,11,2022-03-28 15:11:36.299000,2022-03-28 16:37:16.494000,1.367,0.061,1.428
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,12,2022-03-28 16:45:22.509000,2022-03-28 18:11:58.812000,1.443,0.0,1.443
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,13,2022-03-28 18:28:44.770000,2022-03-28 19:46:21.069000,1.291,0.002,1.293
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,14,2022-03-28 20:10:14.928000,2022-03-28 21:37:37.360000,1.31,0.146,1.456
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,15,2022-03-28 21:56:51.277000,2022-03-28 23:29:55.415000,1.469,0.082,1.551
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,16,2022-03-28 23:45:55.462000,2022-03-29 01:14:13.770000,1.321,0.151,1.472
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,17,2022-03-29 01:35:11.632000,2022-03-29 02:59:26.102000,1.32,0.084,1.404
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,18,2022-03-29 03:22:50.108000,2022-03-29 04:50:24.129000,1.29,0.169,1.459
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,19,2022-03-29 05:04:54.369000,2022-03-29 06:19:46.454000,1.248,0.0,1.248
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,20,2022-03-29 06:51:50.515000,2022-03-29 08:16:32.845000,1.412,0.0,1.412
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,21,2022-03-29 08:29:58.776000,2022-03-29 10:22:53.179000,1.374,0.508,1.882
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,22,2022-03-29 10:35:01.322000,2022-03-29 11:58:29.412000,1.391,0.0,1.391
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,23,2022-03-29 13:09:39.685000,2022-03-29 14:32:19.902000,1.378,0.0,1.378
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,24,2022-03-29 14:47:27.725000,2022-03-29 16:10:44.089000,1.388,0.0,1.388
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,25,2022-03-29 16:21:33.928000,2022-03-29 17:54:24.158000,1.391,0.157,1.547
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,26,2022-03-29 18:20:20.272000,2022-03-29 20:34:48.615000,1.817,0.424,2.241
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,27,2022-03-29 20:53:04.589000,2022-03-29 22:23:00.998000,1.329,0.17,1.499
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,28,2022-03-29 22:40:14.887000,2022-03-29 23:53:39.141000,1.223,0.0,1.223
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,29,2022-03-30 01:31:31.515000,2022-03-30 02:56:05.531000,1.357,0.053,1.409
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,30,2022-03-30 03:18:13.478000,2022-03-30 04:45:03.816000,1.408,0.039,1.447
21,84,107,EVER 7,114A6131-601A,Y200180330,40,31,31,2022-03-30 05:07:58.080000,2022-03-30 06:33:32.297000,1.426,0.0,1.426
23,49,118,HU80A-5X,V5725305020700,D200565360,30,1,1,2022-03-25 06:39:36.666273,2022-03-26 03:13:16.598492,17.025,3.536,20.561
21,47,110,YK 3070(TCP-30TS),V5312019120000,D200582400,20,1,1,2022-03-28 11:26:12.233000,2022-03-29 13:44:31.758000,18.463,7.843,26.305
21,47,110,YK 3070(TCP-30TS),V5312019120000,D200582410,20,1,1,2022-03-28 11:26:12.233000,2022-03-29 13:44:31.758000,18.463,7.843,26.305
