factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
24,50,102,CMI 3S #8,162D612315-2001,D200582300,30,1,5.035,5.035,5.035,3.61,3.61,3.61,1.425,1.425,1.425,2022-03-29 20:54:56,2022-03-30 02:01:22,5.107
24,50,102,CMI 3S #8,162D612315-2001,D200582290,30,1,5.035,5.035,5.035,3.61,3.61,3.61,1.425,1.425,1.425,2022-03-29 20:54:56,2022-03-30 02:01:22,5.107
23,49,115,DMC60T#3,185A1341-10,D200575870,60,3,0.69,1.028,0.52,0.523,0.529,0.52,0.166,0.499,0.0,2022-03-29 19:46:30,2022-03-29 22:48:18,3.03
23,49,115,DMC60T#3,185A5101-5A,D200581390,40,3,1.017,1.396,0.82,0.718,0.728,0.698,0.299,0.698,0.093,2022-03-29 14:31:31,2022-03-29 18:38:46,4.121
23,49,115,DMC60T#3,185A5101-6A,D200581380,30,3,1.248,1.713,1.016,1.021,1.031,1.015,0.228,0.682,0.0,2022-03-29 04:55:47,2022-03-29 09:57:38,5.031
23,49,115,DMC60T#3,185A5101-6A,D200581380,40,3,0.89,0.931,0.852,0.777,0.806,0.74,0.113,0.191,0.069,2022-03-29 09:57:58,2022-03-29 14:31:17,4.555
23,49,115,DMC60T#3,185A1341-10,D200575870,70,3,1.302,2.41,0.719,0.592,0.603,0.578,0.71,1.832,0.116,2022-03-29 22:50:19,2022-03-30 06:19:59,7.494
21,84,48,DMU 50 3rd Generation #2,144A1510-9,Y200164200,40,5,0.112,0.114,0.111,0.11,0.113,0.102,0.002,0.009,0.0,2022-03-29 21:16:46,2022-03-29 22:43:46,1.45
21,84,48,DMU 50 3rd Generation #2,144A1510-9,Y200154350,40,5,0.112,0.114,0.111,0.11,0.113,0.102,0.002,0.009,0.0,2022-03-29 21:16:46,2022-03-29 22:43:46,1.45
21,84,48,DMU 50 3rd Generation #2,144A1510-8,Y200164190,40,12,0.113,0.126,0.107,0.109,0.126,0.102,0.003,0.012,0.0,2022-03-29 17:46:14,2022-03-29 20:18:49,2.543
21,84,48,DMU 50 3rd Generation #2,144A1510-8,Y200154340,40,12,0.113,0.126,0.107,0.109,0.126,0.102,0.003,0.012,0.0,2022-03-29 17:46:14,2022-03-29 20:18:49,2.543
