factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,cycle_number,start_time,stop_time,spindle,idle_inter,total
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,1,2022-04-07 09:08:46.838000,2022-04-07 10:02:27.077000,0.37,0.525,0.895
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,2,2022-04-07 10:27:30.984897,2022-04-07 10:47:29.179000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,3,2022-04-07 10:50:47.098000,2022-04-07 11:10:45.046000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,4,2022-04-07 11:13:14.704126,2022-04-07 11:33:17.219000,0.334,0.0,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,5,2022-04-07 11:42:07.240000,2022-04-07 12:00:37.387000,0.308,0.0,0.308
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,6,2022-04-07 13:01:43.558000,2022-04-07 13:21:43.452000,0.332,0.001,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,7,2022-04-07 13:25:39.422876,2022-04-07 13:45:37.670000,0.332,0.001,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,8,2022-04-07 13:49:55.454747,2022-04-07 14:09:53.728000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,9,2022-04-07 14:15:17.740000,2022-04-07 14:35:19.804000,0.334,0.0,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,10,2022-04-07 14:38:33.633364,2022-04-07 14:58:27.654000,0.331,0.001,0.332
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,11,2022-04-07 15:12:13.799000,2022-04-07 15:32:13.852000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,12,2022-04-07 15:55:33.531902,2022-04-07 16:15:33.978000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,13,2022-04-07 16:23:45.901000,2022-04-07 16:43:43.957000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,14,2022-04-07 16:48:08.052000,2022-04-07 17:08:04.223000,0.331,0.001,0.332
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,15,2022-04-07 17:29:30.277000,2022-04-07 17:49:28.034037,0.332,0.001,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,16,2022-04-07 17:53:36.354000,2022-04-07 18:13:38.394000,0.333,0.001,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,17,2022-04-07 18:18:22.403000,2022-04-07 18:38:22.466000,0.332,0.001,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,18,2022-04-07 18:45:50.497406,2022-04-07 19:04:14.535000,0.307,0.0,0.307
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,19,2022-04-07 19:09:28.441000,2022-04-07 19:29:30.428000,0.334,0.0,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,20,2022-04-07 19:38:32.171000,2022-04-07 19:58:34.576000,0.334,0.0,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,21,2022-04-07 20:13:50.389000,2022-04-07 20:33:48.669127,0.332,0.001,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,22,2022-04-07 20:40:48.586000,2022-04-07 21:00:50.238956,0.334,0.0,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,23,2022-04-07 21:07:26.654000,2022-04-07 21:27:26.310945,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,24,2022-04-07 21:31:10.826000,2022-04-07 21:51:08.870000,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,25,2022-04-07 22:15:26.695182,2022-04-07 22:35:23.072000,0.332,0.0,0.332
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,26,2022-04-07 22:38:35.208086,2022-04-07 22:58:32.777632,0.333,0.0,0.333
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,27,2022-04-07 23:02:39.061000,2022-04-07 23:22:55.229000,0.338,0.0,0.338
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,28,2022-04-07 23:25:21.240000,2022-04-07 23:45:25.295000,0.334,0.0,0.334
23,49,116,MYNX500#1,457W1015-16,Y200183100,50,45,29,2022-04-08 00:36:39.160172,2022-04-08 00:56:39.367000,0.333,0.0,0.333
