factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
21,84,48,DMU 50 3rd Generation #2,326P4S4041-203,Y200162030,60,2,0.26,0.265,0.256,0.26,0.265,0.256,0.0,0.0,0.0,2022-03-16 02:57:26,2022-03-16 05:01:05,2.061
21,84,48,DMU 50 3rd Generation #2,326P4S4041-203,Y200162040,60,2,0.26,0.265,0.256,0.26,0.265,0.256,0.0,0.0,0.0,2022-03-16 02:57:26,2022-03-16 05:01:05,2.061
21,84,48,DMU 50 3rd Generation #2,326P4S4041-203,Y200162050,60,2,0.26,0.265,0.256,0.26,0.265,0.256,0.0,0.0,0.0,2022-03-16 02:57:26,2022-03-16 05:01:05,2.061
21,84,48,DMU 50 3rd Generation #2,RD00103134-44,Y200147690,60,5,2.517,3.169,2.104,1.871,1.879,1.863,0.646,1.303,0.236,2022-03-15 06:25:18,2022-03-16 02:42:47,20.291
21,84,48,DMU 50 3rd Generation #2,RD00103134-44,Y200147700,60,3,2.484,3.169,2.104,1.871,1.878,1.866,0.613,1.303,0.236,2022-03-15 06:25:18,2022-03-15 16:32:35,10.121
