factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,cycle_number,start_time,stop_time,spindle,idle_inter,total
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,1,2022-03-30 21:01:37.190,2022-03-30 22:09:53.537,0.709,0.428,1.138
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,2,2022-03-30 22:27:17.671,2022-03-30 23:11:23.543,0.728,0.007,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,3,2022-03-30 23:22:01.628,2022-03-31 00:06:07.848,0.725,0.011,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,4,2022-03-31 01:25:33.920,2022-03-31 02:09:37.860,0.728,0.007,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,5,2022-03-31 02:24:33.897,2022-03-31 03:08:38.030,0.722,0.013,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,6,2022-03-31 03:44:00.031,2022-03-31 04:28:04.331,0.726,0.008,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,7,2022-03-31 04:34:14.214,2022-03-31 05:18:20.425,0.73,0.005,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,8,2022-03-31 05:56:48.294,2022-03-31 06:40:54.595,0.726,0.009,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,9,2022-03-31 06:58:20.620,2022-03-31 07:42:26.505,0.73,0.005,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,10,2022-03-31 08:14:06.774,2022-03-31 08:58:10.758,0.728,0.006,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,11,2022-03-31 09:05:42.677,2022-03-31 09:49:44.637,0.726,0.008,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,12,2022-03-31 09:54:48.967,2022-03-31 10:38:54.895,0.723,0.012,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,13,2022-03-31 10:44:15.072,2022-03-31 11:28:17.102,0.723,0.011,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,14,2022-03-31 11:43:00.984,2022-03-31 12:27:07.266,0.728,0.007,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,15,2022-03-31 13:29:15.411,2022-03-31 14:13:19.165,0.728,0.006,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,16,2022-03-31 14:44:51.247,2022-03-31 15:28:51.545,0.727,0.006,0.733
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,17,2022-03-31 15:35:55.456,2022-03-31 16:19:59.749,0.727,0.007,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,18,2022-03-31 16:28:37.759,2022-03-31 17:12:41.749,0.729,0.006,0.734
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,19,2022-03-31 17:38:25.786,2022-03-31 18:22:31.997,0.732,0.003,0.735
21,84,48,DMU 50 3rd Generation #2,315A6156-73,Y200160800,50,40,20,2022-03-31 18:28:12.012,2022-03-31 19:12:15.979,0.727,0.008,0.734
