factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
21,84,48,DMU 50 3rd Generation #2,326P4S4041-204,Y200162060,60,3,0.399,0.498,0.347,0.293,0.298,0.291,0.106,0.207,0.054,2022-03-16 05:02:53,2022-03-16 09:57:58,4.918
21,84,48,DMU 50 3rd Generation #2,326P4S4041-204,Y200162070,60,3,0.399,0.498,0.347,0.293,0.298,0.291,0.106,0.207,0.054,2022-03-16 05:02:53,2022-03-16 09:57:58,4.918
21,84,48,DMU 50 3rd Generation #2,326P4S4041-204,Y200162080,60,3,0.399,0.498,0.347,0.293,0.298,0.291,0.106,0.207,0.054,2022-03-16 05:02:53,2022-03-16 09:57:58,4.918
21,47,111,ECOSPEED F1040 #2,V5725352120800,D200592200,10,1,0.874,0.874,0.874,0.777,0.777,0.777,0.097,0.097,0.097,2022-03-16 14:36:24,2022-03-16 15:33:03,0.944
21,47,111,ECOSPEED F1040 #2,V5725352121000,D200592210,10,1,0.873,0.873,0.873,0.777,0.777,0.777,0.096,0.096,0.096,2022-03-16 15:44:45,2022-03-16 16:50:45,1.1
21,47,111,ECOSPEED F1040 #2,V5725352121000,D200592220,10,1,0.878,0.878,0.878,0.781,0.781,0.781,0.097,0.097,0.097,2022-03-16 16:51:00,2022-03-16 17:48:36,0.96
21,47,111,ECOSPEED F1040 #2,V5725352121000,D200592230,10,1,0.874,0.874,0.874,0.776,0.776,0.776,0.098,0.098,0.098,2022-03-16 18:00:06,2022-03-16 18:59:52,0.996
21,47,110,YK 3070(TCP-30TS),V5312019020000,D200580480,20,1,46.651,46.651,46.651,19.767,19.767,19.767,26.884,26.884,26.884,2022-03-14 10:45:25,2022-03-16 09:57:26,47.2
21,47,110,YK 3070(TCP-30TS),V5312019020000,D200580490,20,1,46.651,46.651,46.651,19.767,19.767,19.767,26.884,26.884,26.884,2022-03-14 10:45:25,2022-03-16 09:57:26,47.2
