factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
23,49,115,DMC60T#3,162D612605-2001,D200594890,50,1,0.732,0.732,0.732,0.517,0.517,0.517,0.215,0.215,0.215,2022-04-20 09:14:50,2022-04-20 10:55:07,1.671
23,49,115,DMC60T#3,85F7451-603,D200600720,20,4,1.017,1.768,0.752,0.803,0.911,0.752,0.214,0.857,0.0,2022-04-21 02:45:58,2022-04-21 07:49:09,5.053
23,49,115,DMC60T#3,162D612605-2002,D200591690,50,1,0.512,0.512,0.512,0.512,0.512,0.512,0.0,0.0,0.0,2022-04-20 19:33:01,2022-04-20 20:15:20,0.705
23,49,115,DMC60T#3,162D612605-2002,D200591680,50,1,0.735,0.735,0.735,0.516,0.516,0.516,0.219,0.219,0.219,2022-04-20 18:08:44,2022-04-20 19:32:51,1.402
23,49,115,DMC60T#3,162D612605-2002,D200591670,50,1,0.515,0.515,0.515,0.515,0.515,0.515,0.0,0.0,0.0,2022-04-20 20:15:41,2022-04-20 22:45:31,2.497
23,49,115,DMC60T#3,162D612605-2001,D200594910,50,1,0.512,0.512,0.512,0.512,0.512,0.512,0.0,0.0,0.0,2022-04-20 11:44:49,2022-04-20 13:28:19,1.725
23,49,115,DMC60T#3,162D612605-2001,D200594900,50,1,0.511,0.511,0.511,0.511,0.511,0.511,0.0,0.0,0.0,2022-04-20 10:56:32,2022-04-20 11:44:10,0.794
21,84,48,DMU 50 3rd Generation #2,114A7312-603,Y200158990,50,15,0.736,1.857,0.568,0.55,0.558,0.542,0.186,1.31,0.02,2022-04-20 14:56:55,2022-04-21 04:39:02,13.702
21,84,48,DMU 50 3rd Generation #2,114A7312-604,Y200159000,50,15,0.638,1.273,0.501,0.488,0.504,0.464,0.15,0.787,0.009,2022-04-20 01:36:44,2022-04-20 14:56:42,13.333
21,47,111,ECOSPEED F1040 #2,V5725351820000,D200593410,30,1,4.003,4.003,4.003,2.686,2.686,2.686,1.317,1.317,1.317,2022-04-20 10:23:11,2022-04-20 14:27:57,4.079
21,47,111,ECOSPEED F1040 #2,V5725351820000,D200600380,30,1,3.166,3.166,3.166,2.702,2.702,2.702,0.463,0.463,0.463,2022-04-20 15:58:07,2022-04-20 19:17:53,3.329
21,47,111,ECOSPEED F1040 #2,V5725351820200,D200593450,20,1,1.165,1.165,1.165,1.143,1.143,1.143,0.022,0.022,0.022,2022-04-20 08:48:13,2022-04-20 10:23:01,1.58
21,47,111,ECOSPEED F1040 #2,V5725351820200,D200593460,20,1,1.156,1.156,1.156,1.121,1.121,1.121,0.034,0.034,0.034,2022-04-20 14:31:34,2022-04-20 15:57:53,1.439
21,84,107,EVER 7,30P171700105-001A-K,D200574950,50,1,24.197,24.197,24.197,8.029,8.029,8.029,16.169,16.169,16.169,2022-04-19 20:23:01,2022-04-20 21:34:09,25.186
21,47,106,FMS ZT-800 #3,116W2313-605,D200607550,20,1,2.673,2.673,2.673,1.18,1.18,1.18,1.493,1.493,1.493,2022-04-20 09:00:41,2022-04-20 13:32:14,4.526
21,47,106,FMS ZT-800 #3,116W2313-606,D200607570,20,2,9.029,14.372,3.686,1.094,1.334,0.854,7.934,13.038,2.831,2022-04-19 13:27:31,2022-04-20 09:00:27,19.549
21,47,109,G3020 #1,30P171064000-002A,D200574860,20,5,1.754,2.202,1.638,1.32,1.337,1.277,0.434,0.865,0.313,2022-04-20 20:39:27,2022-04-21 06:53:03,10.227
23,49,167,H5-800,RF00102214-2,Y200184630,80,1,6.328,6.328,6.328,1.631,1.631,1.631,4.698,4.698,4.698,2022-04-20 05:31:51,2022-04-20 13:05:04,7.554
24,50,104,MC18200 #1,D572-57841-203,D200585360,20,1,1.752,1.752,1.752,1.384,1.384,1.384,0.368,0.368,0.368,2022-04-20 20:05:20,2022-04-20 22:57:01,2.861
24,50,104,MC18200 #1,D572-57841-203,D200585440,20,1,1.752,1.752,1.752,1.384,1.384,1.384,0.368,0.368,0.368,2022-04-20 20:05:20,2022-04-20 22:57:01,2.861
24,50,104,MC18200 #1,D572-57841-203,D200585350,20,1,1.642,1.642,1.642,1.297,1.297,1.297,0.345,0.345,0.345,2022-04-20 14:38:35,2022-04-20 20:05:07,5.442
24,50,104,MC18200 #1,D572-57841-203,D200585300,20,1,1.642,1.642,1.642,1.297,1.297,1.297,0.345,0.345,0.345,2022-04-20 14:38:35,2022-04-20 20:05:07,5.442
24,50,104,MC18200 #1,D572-57841-203,D200568920,20,1,3.069,3.069,3.069,1.286,1.286,1.286,1.783,1.783,1.783,2022-04-20 09:40:40,2022-04-20 14:38:17,4.96
24,50,104,MC18200 #1,D572-57841-203,D200568910,20,1,3.069,3.069,3.069,1.286,1.286,1.286,1.783,1.783,1.783,2022-04-20 09:40:40,2022-04-20 14:38:17,4.96
24,50,104,MC18200 #1,D572-40295-203,D200615050,20,1,1.546,1.546,1.546,1.381,1.381,1.381,0.165,0.165,0.165,2022-04-21 01:52:00,2022-04-21 04:53:26,3.024
24,50,104,MC18200 #1,D572-40295-203,D200615040,20,1,1.546,1.546,1.546,1.381,1.381,1.381,0.165,0.165,0.165,2022-04-21 01:52:00,2022-04-21 04:53:26,3.024
