factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
24,50,102,CMI 3S #8,172A2010-753A,D200598890,30,2,7.949,8.459,7.439,5.29,5.298,5.282,2.659,3.177,2.141,2022-04-20 09:51:13,2022-04-25 20:01:29,130.171
23,49,115,DMC60T#3,172A3201-4,D200597910,70,14,0.788,1.575,0.498,0.57,0.63,0.498,0.218,0.968,0.0,2022-04-22 18:37:20,2022-04-25 15:14:48,68.624
23,49,115,DMC60T#3,182A5604-3,D200608780,30,10,0.985,1.323,0.945,0.942,0.949,0.892,0.043,0.431,0.0,2022-04-25 15:16:02,2022-04-26 06:05:10,14.819
21,84,48,DMU 50 3rd Generation #2,114A7321-604,Y200159020,50,12,0.733,1.196,0.644,0.604,0.61,0.597,0.129,0.593,0.042,2022-04-25 10:45:36,2022-04-25 22:39:48,11.903
21,47,111,ECOSPEED F1040 #2,V5725351820200,D200593460,30,1,3.267,3.267,3.267,2.758,2.758,2.758,0.509,0.509,0.509,2022-04-25 15:48:03,2022-04-25 19:12:04,3.4
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200600360,10,1,5.484,5.484,5.484,3.634,3.634,3.634,1.85,1.85,1.85,2022-04-25 09:00:22,2022-04-25 14:38:09,5.63
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200600370,10,1,0.858,0.858,0.858,0.851,0.851,0.851,0.007,0.007,0.007,2022-04-25 14:40:11,2022-04-25 15:47:47,1.127
21,47,106,FMS ZT-800 #3,116W2309-609,D200616380,20,2,1.928,2.057,1.798,0.672,0.837,0.508,1.255,1.29,1.22,2022-04-22 16:06:10,2022-04-25 11:38:01,67.531
21,47,106,FMS ZT-800 #3,116W2309-610,D200616350,20,2,1.841,1.872,1.81,0.78,0.834,0.727,1.06,1.144,0.977,2022-04-25 11:38:17,2022-04-25 16:54:27,5.269
21,47,109,G3020 #1,116W3103-504,D200621660,30,2,1.802,1.805,1.8,1.462,1.469,1.454,0.34,0.35,0.33,2022-04-25 13:51:16,2022-04-25 18:01:54,4.177
21,47,109,G3020 #1,116W3103-504,D200621670,30,2,2.218,2.632,1.804,1.47,1.471,1.469,0.748,1.161,0.335,2022-04-25 08:46:23,2022-04-25 13:51:05,5.078
21,47,109,G3020 #1,116W3103-504,D200621680,30,2,1.804,1.804,1.803,1.475,1.479,1.471,0.329,0.333,0.325,2022-04-25 18:02:03,2022-04-25 23:10:11,5.136
23,49,167,H5-800,181A3402-2,Y200179680,40,6,3.387,4.604,2.61,2.422,2.577,1.98,0.965,2.248,0.09,2022-04-22 10:37:56,2022-04-25 16:15:14,77.622
21,47,112,HFP1540 PROTO,V5332555720102,D200618100,20,1,7.408,7.408,7.408,6.139,6.139,6.139,1.27,1.27,1.27,2022-04-22 08:50:52,2022-04-25 11:04:26,74.226
23,49,118,HU80A-5X,V5725305020700,D200594950,30,1,74.858,74.858,74.858,16.707,16.707,16.707,58.151,58.151,58.151,2022-04-22 16:30:21,2022-04-25 20:31:32,76.02
24,50,104,MC18200 #1,182T4102-552A,D200617000,20,1,1.681,1.681,1.681,1.629,1.629,1.629,0.051,0.051,0.051,2022-04-25 14:44:19,2022-04-25 17:58:50,3.242
24,50,104,MC18200 #1,182T4103-551A,D200617130,20,2,2.17,2.489,1.851,1.753,1.783,1.724,0.416,0.765,0.068,2022-04-25 22:20:09,2022-04-26 07:02:14,8.701
24,50,104,MC18200 #1,182T4102-5A,D200617010,20,1,1.771,1.771,1.771,1.63,1.63,1.63,0.141,0.141,0.141,2022-04-25 17:59:08,2022-04-25 22:19:32,4.34
23,49,114,MP2150,112W2206-2,D200608410,10,4,4.824,5.416,4.554,4.004,4.034,3.982,0.82,1.434,0.52,2022-04-22 06:10:17,2022-04-26 06:55:46,96.758
23,49,114,MP2150,112W2206-1,D200608400,20,2,5.09,5.416,4.764,3.984,3.987,3.982,1.106,1.434,0.777,2022-04-23 03:40:16,2022-04-25 19:24:35,63.739
23,49,114,MP2150,112W2206-1,D200608420,20,2,4.658,4.799,4.516,4.0,4.006,3.994,0.658,0.805,0.51,2022-04-25 19:24:53,2022-04-26 06:54:40,11.496
23,49,116,MYNX500#1,182A5014-45,D200601100,20,13,0.503,0.805,0.434,0.442,0.497,0.364,0.061,0.307,0.0,2022-04-23 03:29:02,2022-04-25 18:25:02,62.933
23,49,116,MYNX500#1,182A5014-46,D200601110,20,11,0.457,0.469,0.453,0.418,0.457,0.373,0.039,0.086,0.0,2022-04-25 18:25:23,2022-04-26 02:25:44,8.006
