factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
21,84,48,DMU 50 3rd Generation #2,315A6236-12,Y200154910,40,24,0.318,0.321,0.318,0.315,0.319,0.311,0.004,0.008,0.0,2022-03-02 11:28:05,2022-03-02 23:13:02,11.749
21,47,111,ECOSPEED F1040 #2,V5725352020600,D200577680,30,1,2.973,2.973,2.973,2.31,2.31,2.31,0.663,0.663,0.663,2022-03-03 01:28:11,2022-03-03 04:32:15,3.068
21,47,111,ECOSPEED F1040 #2,V5725352020600,D200577690,30,1,4.418,4.418,4.418,2.3,2.3,2.3,2.118,2.118,2.118,2022-03-02 20:48:33,2022-03-03 01:17:21,4.48
21,47,111,ECOSPEED F1040 #2,V5725352320600,D200577570,20,1,0.986,0.986,0.986,0.961,0.961,0.961,0.025,0.025,0.025,2022-03-02 14:57:38,2022-03-02 16:25:14,1.46
21,47,111,ECOSPEED F1040 #2,V5725352320600,D200577580,20,1,0.986,0.986,0.986,0.96,0.96,0.96,0.025,0.025,0.025,2022-03-02 16:25:37,2022-03-02 18:01:20,1.595
21,47,111,ECOSPEED F1040 #2,V5725416921000,D200578600,10,1,0.895,0.895,0.895,0.808,0.808,0.808,0.087,0.087,0.087,2022-03-02 19:26:00,2022-03-02 20:48:04,1.368
21,47,111,ECOSPEED F1040 #2,V5725416921000,D200578610,10,1,0.895,0.895,0.895,0.817,0.817,0.817,0.078,0.078,0.078,2022-03-02 18:01:41,2022-03-02 19:25:42,1.4
21,47,110,YK 3070(TCP-30TS),F5725120720001,D200578970,10,1,2.393,2.393,2.393,1.159,1.159,1.159,1.234,1.234,1.234,2022-03-02 15:31:53,2022-03-02 18:47:10,3.255
