factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
21,47,111,ECOSPEED F1040 #2,V5725352520300,D200595490,20,1,0.538,0.538,0.538,0.468,0.468,0.468,0.07,0.07,0.07,2022-03-25 13:38:21,2022-03-25 14:28:27,0.835
21,47,111,ECOSPEED F1040 #2,V5725352520300,D200595500,20,1,0.537,0.537,0.537,0.468,0.468,0.468,0.069,0.069,0.069,2022-03-25 14:30:23,2022-03-25 15:31:14,1.014
21,47,111,ECOSPEED F1040 #2,V5725352520300,D200595510,20,1,0.503,0.503,0.503,0.436,0.436,0.436,0.067,0.067,0.067,2022-03-25 15:32:11,2022-03-25 16:30:57,0.979
21,47,111,ECOSPEED F1040 #2,V5725352720000,D200595430,20,1,0.529,0.529,0.529,0.463,0.463,0.463,0.066,0.066,0.066,2022-03-25 08:49:13,2022-03-25 09:43:02,0.897
21,47,111,ECOSPEED F1040 #2,V5725352720100,D200595400,20,1,0.529,0.529,0.529,0.478,0.478,0.478,0.051,0.051,0.051,2022-03-25 09:43:10,2022-03-25 10:40:19,0.952
21,47,111,ECOSPEED F1040 #2,V5725352720100,D200595410,20,1,0.528,0.528,0.528,0.463,0.463,0.463,0.066,0.066,0.066,2022-03-25 10:40:29,2022-03-25 11:57:03,1.276
21,47,111,ECOSPEED F1040 #2,V5725352720100,D200595420,20,1,0.529,0.529,0.529,0.469,0.469,0.469,0.06,0.06,0.06,2022-03-25 11:57:18,2022-03-25 13:36:18,1.65
21,47,110,YK 3070(TCP-30TS),V5312019120000,D200582380,20,1,25.081,25.081,25.081,18.094,18.094,18.094,6.987,6.987,6.987,2022-03-24 09:48:25,2022-03-25 11:43:03,25.911
21,47,110,YK 3070(TCP-30TS),V5312019120000,D200582380,30,1,14.544,14.544,14.544,12.144,12.144,12.144,2.4,2.4,2.4,2022-03-25 11:43:35,2022-03-26 04:56:50,17.221
21,47,110,YK 3070(TCP-30TS),V5312019120000,D200582390,20,1,25.081,25.081,25.081,18.094,18.094,18.094,6.987,6.987,6.987,2022-03-24 09:48:25,2022-03-25 11:43:03,25.911
21,47,110,YK 3070(TCP-30TS),V5312019120000,D200582390,30,1,14.544,14.544,14.544,12.144,12.144,12.144,2.4,2.4,2.4,2022-03-25 11:43:35,2022-03-26 04:56:50,17.221
