factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
24,50,102,CMI 3S #8,182A2409-5,D200595360,30,1,8.891,8.891,8.891,5.519,5.519,5.519,3.372,3.372,3.372,2022-04-04 10:25:59,2022-04-04 19:09:57,8.733
23,49,115,DMC60T#3,182A2407-752A,D200596580,30,7,1.43,1.983,1.207,1.196,1.223,1.181,0.235,0.798,0.007,2022-04-01 22:49:36,2022-04-04 14:27:52,63.638
21,47,111,ECOSPEED F1040 #2,V5725352720000,D200600200,20,1,0.528,0.528,0.528,0.468,0.468,0.468,0.06,0.06,0.06,2022-04-04 09:48:14,2022-04-04 10:26:22,0.636
21,47,111,ECOSPEED F1040 #2,V5725352720000,D200600220,20,1,0.528,0.528,0.528,0.472,0.472,0.472,0.056,0.056,0.056,2022-04-04 08:29:24,2022-04-04 09:35:57,1.109
21,47,111,ECOSPEED F1040 #2,V5725416720000,D200600450,20,1,1.232,1.232,1.232,1.205,1.205,1.205,0.027,0.027,0.027,2022-04-04 18:31:49,2022-04-04 19:55:19,1.392
21,47,111,ECOSPEED F1040 #2,V5725416720000,D200600460,20,1,1.239,1.239,1.239,1.177,1.177,1.177,0.062,0.062,0.062,2022-04-04 16:55:50,2022-04-04 18:16:19,1.341
21,47,111,ECOSPEED F1040 #2,V5725416720000,D200600490,20,1,1.231,1.231,1.231,1.155,1.155,1.155,0.076,0.076,0.076,2022-04-04 11:00:51,2022-04-04 13:04:16,2.057
21,47,111,ECOSPEED F1040 #2,V5725416921000,D200593350,20,1,3.492,3.492,3.492,2.975,2.975,2.975,0.517,0.517,0.517,2022-04-04 13:15:08,2022-04-04 16:53:57,3.647
21,47,109,G3020 #1,30P176101200-002A,D200592120,30,5,2.699,2.704,2.696,2.222,2.232,2.21,0.478,0.488,0.466,2022-04-04 13:20:39,2022-04-05 04:06:49,14.769
21,47,109,G3020 #1,30P176101200-002A,D200592840,30,1,3.041,3.041,3.041,2.209,2.209,2.209,0.831,0.831,0.831,2022-04-04 09:02:03,2022-04-04 13:20:27,4.307
21,47,112,HFP1540 PROTO,V5312019120000,D200582380,50,1,3.698,3.698,3.698,3.476,3.476,3.476,0.222,0.222,0.222,2022-04-04 09:27:15,2022-04-04 13:58:49,4.526
21,47,112,HFP1540 PROTO,V5312019120000,D200582390,50,1,4.508,4.508,4.508,3.774,3.774,3.774,0.734,0.734,0.734,2022-04-04 13:59:04,2022-04-04 18:56:35,4.959
24,50,103,SB-416,D572-40297-203,D200588960,10,1,0.116,0.116,0.116,0.096,0.096,0.096,0.02,0.02,0.02,2022-04-04 19:09:53,2022-04-04 19:25:12,0.255
