factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
21,84,48,DMU 50 3rd Generation #2,RD00103134-43,Y200147670,50,3,2.011,2.762,1.629,1.028,1.041,1.015,0.984,1.747,0.588,2022-03-04 10:34:38,2022-03-04 18:03:21,7.479
21,84,48,DMU 50 3rd Generation #2,RD00103134-43,Y200147680,50,5,1.036,1.037,1.035,1.017,1.02,1.014,0.019,0.022,0.016,2022-03-04 18:04:01,2022-03-05 01:27:06,7.385
21,47,111,ECOSPEED F1040 #2,V5725352720000,D200578480,20,1,0.528,0.528,0.528,0.472,0.472,0.472,0.056,0.056,0.056,2022-03-04 10:40:17,2022-03-04 11:32:50,0.876
21,47,111,ECOSPEED F1040 #2,V5725352720000,D200578490,20,1,0.527,0.527,0.527,0.472,0.472,0.472,0.056,0.056,0.056,2022-03-04 11:33:04,2022-03-04 13:13:11,1.669
21,47,111,ECOSPEED F1040 #2,V5725352720000,D200578500,20,1,0.528,0.528,0.528,0.462,0.462,0.462,0.066,0.066,0.066,2022-03-04 13:13:23,2022-03-04 14:06:15,0.881
21,47,111,ECOSPEED F1040 #2,V5725352720100,D200578520,20,1,0.53,0.53,0.53,0.481,0.481,0.481,0.049,0.049,0.049,2022-03-04 09:36:22,2022-03-04 10:12:38,0.604
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200578630,20,1,4.557,4.557,4.557,2.808,2.808,2.808,1.749,1.749,1.749,2022-03-04 22:32:31,2022-03-05 03:26:34,4.901
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200578640,20,1,4.152,4.152,4.152,2.798,2.798,2.798,1.354,1.354,1.354,2022-03-04 18:06:05,2022-03-04 22:32:15,4.436
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200578650,20,1,3.56,3.56,3.56,2.849,2.849,2.849,0.711,0.711,0.711,2022-03-04 14:06:34,2022-03-04 18:05:48,3.987
21,47,111,ECOSPEED F1040 #2,V5725416921000,D200578610,20,1,4.074,4.074,4.074,2.808,2.808,2.808,1.266,1.266,1.266,2022-03-04 05:18:36,2022-03-04 09:36:04,4.291
21,47,110,YK 3070(TCP-30TS),F5725120720101,D200579020,10,1,2.976,2.976,2.976,1.09,1.09,1.09,1.886,1.886,1.886,2022-03-03 15:25:22,2022-03-04 08:00:38,16.588
21,47,110,YK 3070(TCP-30TS),F5725120720101,D200579030,10,1,1.733,1.733,1.733,1.131,1.131,1.131,0.602,0.602,0.602,2022-03-04 08:15:55,2022-03-04 10:29:49,2.232
21,47,110,YK 3070(TCP-30TS),F5725120720101,D200579040,10,1,2.698,2.698,2.698,1.067,1.067,1.067,1.631,1.631,1.631,2022-03-04 10:42:58,2022-03-04 15:15:08,4.536
