factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
24,50,102,CMI 3S #8,172A2010-753A,D200598900,30,2,8.189,8.374,8.003,5.387,5.466,5.308,2.802,3.066,2.537,2022-04-25 21:49:21,2022-04-26 19:59:55,22.176
23,49,115,DMC60T#3,182A5604-3,D200608830,30,10,0.948,0.95,0.947,0.948,0.95,0.947,0.0,0.0,0.0,2022-04-26 06:05:57,2022-04-26 18:47:59,12.701
21,84,48,DMU 50 3rd Generation #2,114A7321-604,Y200153640,50,15,0.871,1.796,0.657,0.604,0.609,0.601,0.267,1.19,0.051,2022-04-25 22:40:06,2022-04-26 14:18:35,15.641
21,84,48,DMU 50 3rd Generation #2,326P5S5007-203,Y200168770,70,2,0.194,0.195,0.194,0.192,0.193,0.191,0.002,0.003,0.002,2022-04-26 18:35:11,2022-04-26 21:33:23,2.97
21,84,48,DMU 50 3rd Generation #2,326P5S5007-203,Y200168770,60,4,0.313,0.633,0.203,0.207,0.212,0.201,0.106,0.422,0.0,2022-04-26 14:19:38,2022-04-26 18:34:32,4.248
21,84,48,DMU 50 3rd Generation #2,326P5S5007-203,Y200168760,70,2,0.194,0.195,0.194,0.192,0.193,0.191,0.002,0.003,0.002,2022-04-26 18:35:11,2022-04-26 21:33:23,2.97
21,84,48,DMU 50 3rd Generation #2,326P5S5007-203,Y200168760,60,4,0.313,0.633,0.203,0.207,0.212,0.201,0.106,0.422,0.0,2022-04-26 14:19:38,2022-04-26 18:34:32,4.248
21,47,111,ECOSPEED F1040 #2,V5725351820200,D200600390,30,1,4.123,4.123,4.123,2.747,2.747,2.747,1.376,1.376,1.376,2022-04-26 10:28:40,2022-04-26 14:41:30,4.214
21,47,111,ECOSPEED F1040 #2,V5725351820200,D200600430,30,1,3.636,3.636,3.636,2.72,2.72,2.72,0.916,0.916,0.916,2022-04-26 15:21:12,2022-04-26 19:10:15,3.818
21,47,111,ECOSPEED F1040 #2,V5725416720200,D200600480,20,1,1.237,1.237,1.237,1.214,1.214,1.214,0.023,0.023,0.023,2022-04-26 08:27:54,2022-04-26 09:49:44,1.364
21,47,106,FMS ZT-800 #3,116W2309-610,D200616370,20,1,2.148,2.148,2.148,0.871,0.871,0.871,1.277,1.277,1.277,2022-04-25 16:54:46,2022-04-26 08:08:39,15.231
21,47,106,FMS ZT-800 #3,116W2309-610,D200616390,20,2,2.824,3.06,2.587,0.882,0.983,0.781,1.942,2.279,1.605,2022-04-26 08:08:52,2022-04-26 15:13:34,7.078
21,47,109,G3020 #1,RD00103161-1,Y200165170,40,6,4.875,6.96,4.394,3.226,3.444,3.068,1.648,3.892,1.002,2022-04-25 23:10:29,2022-04-27 06:29:55,31.324
23,49,167,H5-800,V53328293200,Y200173380,40,3,2.251,2.294,2.176,2.066,2.088,2.054,0.185,0.238,0.088,2022-04-26 11:41:21,2022-04-26 20:09:26,8.468
23,49,167,H5-800,V53328293200,Y200173390,40,1,4.389,4.389,4.389,1.92,1.92,1.92,2.469,2.469,2.469,2022-04-26 20:09:56,2022-04-27 04:26:22,8.274
23,49,167,H5-800,V53328293200,Y200173360,40,2,2.884,2.934,2.835,2.123,2.374,1.872,0.762,0.963,0.561,2022-04-26 02:45:14,2022-04-26 11:40:56,8.928
23,49,167,H5-800,181A3402-3,Y200179740,40,4,2.397,2.835,2.176,2.022,2.095,1.882,0.375,0.953,0.081,2022-04-26 08:18:18,2022-04-27 02:53:58,18.594
23,49,167,H5-800,181A3402-2,Y200179690,40,5,2.732,3.087,2.476,2.394,2.536,2.345,0.338,0.722,0.075,2022-04-25 16:15:28,2022-04-26 08:18:00,16.042
23,49,118,HU80A-5X,V5725305020600,D200594970,30,1,19.191,19.191,19.191,16.327,16.327,16.327,2.864,2.864,2.864,2022-04-25 20:31:50,2022-04-26 15:34:09,19.039
23,49,117,KT MODU LINE #3,182A1507-753,D200594650,40,6,15.854,56.584,6.837,5.829,6.435,5.575,10.025,50.663,1.125,2022-04-22 15:49:38,2022-04-26 23:20:27,103.514
23,49,116,MYNX500#1,182A5014-47,D200601120,20,12,0.477,0.995,0.426,0.355,0.385,0.317,0.122,0.612,0.045,2022-04-26 02:26:02,2022-04-26 11:03:25,8.623
23,49,116,MYNX500#1,182A1505-755,D200607930,10,33,0.327,0.507,0.314,0.317,0.329,0.307,0.01,0.177,0.0,2022-04-26 11:04:02,2022-04-27 04:05:36,17.026
24,50,103,SB-416,D572-40298-201,D200611000,20,1,0.649,0.649,0.649,0.482,0.482,0.482,0.167,0.167,0.167,2022-04-27 01:21:55,2022-04-27 02:09:02,0.785
24,50,103,SB-416,D572-40298-201,D200610990,20,1,0.575,0.575,0.575,0.481,0.481,0.481,0.094,0.094,0.094,2022-04-26 22:36:05,2022-04-26 23:17:53,0.697
