factory_id,process_id,equipment_id,equipment_name,material,routing_revision,so,gop,qty,cycle_number,start_time,stop_time,spindle,idle_inter,total
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,3,2022-04-27 10:51:08.514386,2022-04-27 12:00:33.028225,1.157,0.0,1.157
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,4,2022-04-27 13:08:22.506197,2022-04-27 14:04:14.836826,0.931,0.0,0.931
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,5,2022-04-27 14:08:35.737000,2022-04-27 15:04:33.127621,0.933,0.0,0.933
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,6,2022-04-27 15:14:37.129563,2022-04-27 16:10:19.549946,0.928,0.0,0.928
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,7,2022-04-27 16:14:35.736000,2022-04-27 17:10:15.959045,0.928,0.0,0.928
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,8,2022-04-27 17:38:07.443434,2022-04-27 18:33:51.279461,0.929,0.0,0.929
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,9,2022-04-27 18:45:29.677506,2022-04-27 19:41:11.196374,0.928,0.0,0.928
23,49,115,DMC60T#3,182A5604-4,A,D200608820,30,10,10,2022-04-27 20:11:50.033541,2022-04-27 21:07:29.892094,0.928,0.0,0.928
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,1,2022-04-26 21:30:39.958000,2022-04-26 22:55:36.239000,0.539,0.877,1.416
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,2,2022-04-26 23:01:36.256000,2022-04-26 23:38:26.216000,0.534,0.08,0.614
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,3,2022-04-26 23:41:53.806000,2022-04-27 00:14:38.276000,0.533,0.012,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,4,2022-04-27 01:05:06.260000,2022-04-27 01:37:46.327000,0.532,0.012,0.544
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,5,2022-04-27 01:57:34.367000,2022-04-27 02:30:20.536000,0.536,0.01,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,6,2022-04-27 02:32:36.645000,2022-04-27 03:05:20.392000,0.534,0.011,0.545
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,7,2022-04-27 03:11:12.397000,2022-04-27 03:43:58.650000,0.541,0.006,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,8,2022-04-27 03:47:06.552000,2022-04-27 04:19:52.720000,0.536,0.01,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,9,2022-04-27 04:26:40.735000,2022-04-27 04:59:28.719000,0.534,0.012,0.547
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,10,2022-04-27 05:03:36.908000,2022-04-27 05:36:20.960000,0.535,0.011,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,11,2022-04-27 05:41:04.649000,2022-04-27 06:13:53.050000,0.537,0.01,0.547
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,12,2022-04-27 06:19:56.729000,2022-04-27 06:52:40.998000,0.534,0.011,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,13,2022-04-27 06:57:09.111000,2022-04-27 07:29:53.171000,0.533,0.012,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,14,2022-04-27 08:07:25.150000,2022-04-27 08:40:11.306000,0.535,0.011,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,15,2022-04-27 08:46:10.871000,2022-04-27 09:18:57.021000,0.533,0.013,0.546
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,16,2022-04-27 09:31:21.390000,2022-04-27 10:15:55.465000,0.532,0.211,0.743
21,84,48,DMU 50 3rd Generation #2,114A7322-603,A,Y200159030,40,17,17,2022-04-27 10:18:27.483000,2022-04-27 10:51:37.432000,0.539,0.013,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,1,2022-04-27 10:55:23.534000,2022-04-27 11:28:45.490000,0.546,0.01,0.556
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,2,2022-04-27 11:34:45.507000,2022-04-27 12:07:55.459000,0.543,0.009,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,3,2022-04-27 13:03:29.774000,2022-04-27 13:36:39.707000,0.549,0.003,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,4,2022-04-27 13:40:31.499000,2022-04-27 14:13:41.811000,0.541,0.012,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,5,2022-04-27 14:17:01.720000,2022-04-27 14:50:09.968000,0.539,0.013,0.552
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,6,2022-04-27 14:53:35.767000,2022-04-27 15:26:48.046000,0.543,0.011,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,7,2022-04-27 15:33:24.051000,2022-04-27 16:06:36.119000,0.542,0.012,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,8,2022-04-27 16:09:39.919000,2022-04-27 16:42:47.995000,0.541,0.012,0.552
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,9,2022-04-27 16:45:56.001000,2022-04-27 17:19:06.155000,0.542,0.011,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,10,2022-04-27 17:57:30.002000,2022-04-27 18:30:40.375000,0.545,0.008,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,11,2022-04-27 19:00:44.242000,2022-04-27 19:33:54.488000,0.547,0.006,0.553
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,12,2022-04-27 19:40:22.503000,2022-04-27 20:13:30.322000,0.54,0.012,0.552
21,84,48,DMU 50 3rd Generation #2,114A7322-604,A,Y200159040,40,13,13,2022-04-27 20:22:36.239000,2022-04-27 20:55:46.394000,0.542,0.011,0.553
21,47,111,ECOSPEED F1040 #2,V5725416720200,A,D200600470,20,1,1,2022-04-27 08:42:16.413000,2022-04-27 09:56:16.919000,1.19,0.044,1.233
21,47,111,ECOSPEED F1040 #2,V5725352620000,A,D200623260,20,1,1,2022-04-27 11:24:35.068000,2022-04-27 11:57:41.285000,0.521,0.031,0.552
21,47,111,ECOSPEED F1040 #2,V5725352620000,A,D200623250,20,1,1,2022-04-27 13:20:09.644000,2022-04-27 13:53:13.740000,0.506,0.045,0.551
21,47,111,ECOSPEED F1040 #2,V5725352620000,A,D200623240,20,1,1,2022-04-27 14:11:53.392000,2022-04-27 14:45:05.805000,0.51,0.043,0.553
21,47,111,ECOSPEED F1040 #2,V5725352620100,A,D200623230,20,1,1,2022-04-27 14:57:07.747000,2022-04-27 15:30:33.657000,0.519,0.038,0.557
21,47,111,ECOSPEED F1040 #2,V5725351820200,A,D200600420,30,1,1,2022-04-27 15:41:28.083000,2022-04-27 19:04:38.596000,2.758,0.628,3.386
21,84,107,EVER 7,30P171610107-002A-K,A,D200595390,20,2,1,2022-04-25 14:06:47.944000,2022-04-26 12:44:23.317000,15.686,6.94,22.626
21,84,107,EVER 7,30P171610107-002A-K,A,D200595390,20,2,2,2022-04-26 13:56:59.590000,2022-04-27 08:08:10.445000,14.721,3.466,18.186
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,1,2022-04-27 02:27:00.989269,2022-04-27 05:42:27.240000,1.906,1.351,3.257
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,2,2022-04-27 05:52:27.349000,2022-04-27 08:06:53.551000,1.919,0.322,2.241
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,3,2022-04-27 08:19:13.430000,2022-04-27 10:30:18.530317,2.047,0.138,2.185
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,4,2022-04-27 10:47:39.516000,2022-04-27 13:37:36.708959,2.038,0.794,2.833
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,5,2022-04-27 13:49:07.144047,2022-04-27 16:25:03.270030,2.053,0.546,2.599
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,6,2022-04-27 16:42:57.828791,2022-04-27 19:08:11.489525,2.06,0.361,2.42
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,7,2022-04-27 19:20:49.221127,2022-04-27 21:50:22.130244,1.916,0.577,2.492
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,8,2022-04-27 22:02:19.554063,2022-04-28 01:31:41.970094,1.907,1.583,3.49
23,49,167,H5-800,181A3402-3,-,Y200179720,40,9,9,2022-04-28 02:07:06.286000,2022-04-28 05:38:06.424000,1.897,1.62,3.517
23,49,118,HU80A-5X,V5725305020600,A,D200594980,30,1,1,2022-04-26 15:31:43.665000,2022-04-27 09:15:49.796491,15.924,1.811,17.735
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,1,2022-04-26 16:16:33.966863,2022-04-26 18:29:44.177932,1.815,0.404,2.22
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,2,2022-04-26 19:27:12.273316,2022-04-26 21:20:18.314073,1.827,0.058,1.885
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,3,2022-04-26 22:04:40.469861,2022-04-26 23:56:48.642127,1.838,0.031,1.869
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,4,2022-04-27 02:32:24.826000,2022-04-27 04:24:08.925852,1.346,0.517,1.862
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,5,2022-04-27 04:48:09.060526,2022-04-27 06:30:29.241765,1.324,0.382,1.706
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,6,2022-04-27 06:52:25.296485,2022-04-27 08:28:41.358063,1.319,0.286,1.604
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,7,2022-04-27 09:18:05.538063,2022-04-27 10:50:09.698387,1.335,0.2,1.534
24,50,104,MC18200 #1,182T3104-6A,C,D200617120,30,8,8,2022-04-27 11:20:33.735531,2022-04-27 13:10:29.920057,1.364,0.468,1.832
24,50,104,MC18200 #1,182T3101-552A,B,D200617100,20,2,1,2022-04-27 13:42:57.972509,2022-04-27 15:25:04.187294,1.335,0.367,1.702
24,50,104,MC18200 #1,182T3101-552A,B,D200617100,20,2,2,2022-04-27 16:12:16.278484,2022-04-27 17:47:12.437919,1.338,0.245,1.582
23,49,114,MP2150,112W2206-2,A,D200608410,20,2,1,2022-04-26 06:56:22.617553,2022-04-26 11:23:00.203070,4.019,0.425,4.444
23,49,114,MP2150,112W2206-2,A,D200608410,20,2,2,2022-04-26 13:42:20.683504,2022-04-26 18:32:32.944415,4.022,0.815,4.837
23,49,114,MP2150,F5724403320001,A,D200601930,10,1,1,2022-04-28 01:09:35.667000,2022-04-28 01:37:28.971602,0.263,0.202,0.465
23,49,114,MP2150,F5724403320001,A,D200601940,10,1,1,2022-04-28 02:08:28.731824,2022-04-28 02:34:31.075325,0.282,0.152,0.434
23,49,114,MP2150,F5724403320001,A,D200601950,10,1,1,2022-04-28 04:15:43.701335,2022-04-28 04:43:27.552445,0.306,0.156,0.462
23,49,114,MP2150,F5724403320101,A,D200601880,10,1,1,2022-04-28 05:32:51.505361,2022-04-28 06:00:51.684982,0.264,0.203,0.467
23,49,114,MP2150,F5724403320101,A,D200601890,10,1,1,2022-04-28 06:25:23.692841,2022-04-28 06:54:51.467569,0.281,0.21,0.491
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,1,2022-04-27 04:13:28.918000,2022-04-27 04:32:24.959000,0.316,0.0,0.316
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,2,2022-04-27 04:34:43.976076,2022-04-27 04:53:43.042000,0.316,0.0,0.316
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,3,2022-04-27 04:55:24.806016,2022-04-27 05:14:29.183698,0.318,0.0,0.318
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,4,2022-04-27 05:33:21.003032,2022-04-27 05:52:25.200000,0.318,0.0,0.318
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,5,2022-04-27 05:54:39.216000,2022-04-27 06:13:37.291415,0.316,0.0,0.316
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,6,2022-04-27 06:19:39.026010,2022-04-27 06:38:39.309000,0.317,0.0,0.317
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,7,2022-04-27 06:53:23.137000,2022-04-27 07:12:25.403000,0.317,0.0,0.317
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,8,2022-04-27 07:15:07.091139,2022-04-27 07:33:59.251000,0.314,0.0,0.314
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,9,2022-04-27 07:40:50.262119,2022-04-27 07:58:39.425000,0.297,0.0,0.297
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,10,2022-04-27 08:04:17.337000,2022-04-27 08:22:13.475000,0.299,0.0,0.299
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,11,2022-04-27 08:31:26.530319,2022-04-27 08:49:01.445000,0.293,0.0,0.293
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,12,2022-04-27 08:53:55.453000,2022-04-27 09:11:29.514000,0.293,0.0,0.293
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,13,2022-04-27 09:18:02.429201,2022-04-27 09:35:35.681000,0.293,0.0,0.293
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,14,2022-04-27 09:38:33.726000,2022-04-27 09:56:07.678000,0.293,0.0,0.293
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,15,2022-04-27 10:14:01.668000,2022-04-27 10:33:11.935000,0.32,0.0,0.32
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,16,2022-04-27 10:39:58.650807,2022-04-27 10:58:05.991000,0.302,0.0,0.302
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,17,2022-04-27 11:03:11.891000,2022-04-27 11:20:47.839000,0.285,0.008,0.293
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,18,2022-04-27 11:27:20.926342,2022-04-27 11:45:04.533471,0.295,0.0,0.295
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,19,2022-04-27 11:50:05.784000,2022-04-27 12:07:44.669897,0.294,0.0,0.294
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,20,2022-04-27 13:04:40.123000,2022-04-27 13:22:33.119166,0.298,0.0,0.298
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,21,2022-04-27 13:26:31.122509,2022-04-27 13:44:15.455623,0.296,0.0,0.296
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,22,2022-04-27 13:49:52.123000,2022-04-27 14:07:22.486000,0.292,0.0,0.292
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,23,2022-04-27 14:16:10.517000,2022-04-27 14:33:42.366000,0.292,0.0,0.292
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,24,2022-04-27 14:52:46.493000,2022-04-27 15:10:35.273721,0.297,0.0,0.297
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,25,2022-04-27 15:16:54.027874,2022-04-27 15:34:44.511000,0.288,0.01,0.297
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,26,2022-04-27 15:37:18.623000,2022-04-27 15:54:55.564997,0.294,0.0,0.294
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,27,2022-04-27 15:58:38.457000,2022-04-27 16:16:02.194342,0.29,0.0,0.29
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,28,2022-04-27 16:24:24.730000,2022-04-27 16:41:54.687000,0.292,0.0,0.292
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,29,2022-04-27 16:47:23.821878,2022-04-27 17:05:20.934208,0.298,0.001,0.299
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,30,2022-04-27 17:31:26.811000,2022-04-27 17:48:59.038000,0.292,0.0,0.292
23,49,116,MYNX500#1,182A1505-756,A,D200607940,10,31,31,2022-04-27 17:52:46.954000,2022-04-27 18:10:12.945000,0.291,0.0,0.291
24,50,103,SB-416,D572-40284-203,A,D200613950,20,1,1,2022-04-27 07:12:00.941214,2022-04-27 08:21:31.226430,0.443,0.715,1.158
24,50,103,SB-416,D572-40293-203,A,D200615420,10,4,1,2022-04-27 09:21:53.420000,2022-04-27 09:42:05.237811,0.21,0.127,0.337
24,50,103,SB-416,D572-40293-203,A,D200615420,10,4,2,2022-04-27 09:48:41.556959,2022-04-27 10:03:15.643678,0.225,0.018,0.243
24,50,103,SB-416,D572-40293-203,A,D200615420,10,4,3,2022-04-27 10:17:57.672225,2022-04-27 10:32:35.382000,0.205,0.038,0.244
24,50,103,SB-416,D572-40293-203,A,D200615420,10,4,4,2022-04-27 10:36:37.753458,2022-04-27 10:51:19.808525,0.226,0.019,0.245
24,50,103,SB-416,D572-40293-203,A,D200615500,10,4,1,2022-04-27 10:55:25.733000,2022-04-27 11:10:09.867925,0.227,0.019,0.246
24,50,103,SB-416,D572-40293-203,A,D200615500,10,4,2,2022-04-27 11:14:35.783468,2022-04-27 11:29:15.843211,0.223,0.021,0.244
24,50,103,SB-416,D572-40293-203,A,D200615500,10,4,3,2022-04-27 11:35:51.976244,2022-04-27 11:50:30.041698,0.207,0.037,0.244
24,50,103,SB-416,D572-40293-203,A,D200615500,10,4,4,2022-04-27 11:53:41.947498,2022-04-27 12:08:12.105509,0.22,0.022,0.242
24,50,103,SB-416,D572-40293-203,A,D200615540,10,4,1,2022-04-27 13:07:50.349405,2022-04-27 13:21:14.381625,0.209,0.014,0.223
24,50,103,SB-416,D572-40293-203,A,D200615540,10,4,2,2022-04-27 13:25:18.405067,2022-04-27 13:39:58.433000,0.213,0.031,0.244
24,50,103,SB-416,D572-40293-203,A,D200615540,10,4,3,2022-04-27 13:45:18.467000,2022-04-27 13:59:52.528801,0.209,0.033,0.243
24,50,103,SB-416,D572-40293-203,A,D200615540,10,4,4,2022-04-27 14:03:48.524000,2022-04-27 14:18:32.595000,0.214,0.031,0.246
24,50,103,SB-416,D572-40293-203,A,D200615580,10,4,1,2022-04-27 14:25:32.639991,2022-04-27 14:39:38.467000,0.219,0.016,0.235
24,50,103,SB-416,D572-40293-203,A,D200615580,10,4,2,2022-04-27 14:45:04.610964,2022-04-27 14:59:36.781350,0.21,0.032,0.242
24,50,103,SB-416,D572-40293-203,A,D200615580,10,4,3,2022-04-27 15:16:16.719000,2022-04-27 15:31:00.876000,0.229,0.017,0.246
24,50,103,SB-416,D572-40293-203,A,D200615580,10,4,4,2022-04-27 15:34:48.914141,2022-04-27 15:49:18.958000,0.209,0.032,0.242
24,50,103,SB-416,D572-40293-203,A,D200615620,10,4,1,2022-04-27 15:53:13.005286,2022-04-27 16:07:51.057923,0.205,0.039,0.244
24,50,103,SB-416,D572-40293-203,A,D200615620,10,4,2,2022-04-27 16:12:03.071629,2022-04-27 16:26:45.016832,0.214,0.031,0.245
24,50,103,SB-416,D572-40293-203,A,D200615620,10,4,3,2022-04-27 16:35:01.167183,2022-04-27 16:49:39.187000,0.203,0.041,0.244
24,50,103,SB-416,D572-40293-203,A,D200615620,10,4,4,2022-04-27 17:31:47.386164,2022-04-27 17:46:17.437058,0.204,0.037,0.242
24,50,103,SB-416,D572-40285-203,A,D200613350,10,2,1,2022-04-27 17:31:47.386164,2022-04-27 17:46:17.437058,0.204,0.038,0.242
24,50,103,SB-416,D572-40285-203,A,D200613350,10,2,2,2022-04-27 18:12:49.552627,2022-04-27 18:27:13.595394,0.179,0.061,0.24
24,50,103,SB-416,D572-40285-203,A,D200613360,10,4,1,2022-04-27 18:12:47.438161,2022-04-27 18:27:13.595394,0.18,0.061,0.241
24,50,103,SB-416,D572-40285-203,A,D200613360,10,4,2,2022-04-27 18:36:31.628557,2022-04-27 18:50:09.692296,0.181,0.046,0.227
24,50,103,SB-416,D572-40285-203,A,D200613360,10,4,3,2022-04-27 18:56:09.707212,2022-04-27 19:09:31.765942,0.188,0.035,0.223
24,50,103,SB-416,D572-40285-203,A,D200613360,10,4,4,2022-04-27 19:15:43.683934,2022-04-27 19:29:17.816000,0.185,0.042,0.226
24,50,103,SB-416,D572-40285-203,A,D200613400,10,1,1,2022-04-27 19:45:37.908776,2022-04-27 19:59:01.840000,0.19,0.033,0.223
24,50,103,SB-416,D572-40285-203,A,D200613410,10,1,1,2022-04-27 20:15:48.037034,2022-04-27 20:29:18.098347,0.194,0.031,0.225
24,50,103,SB-416,D572-40285-203,A,D200613420,10,1,1,2022-04-27 20:34:28.106323,2022-04-27 20:47:58.170192,0.18,0.045,0.225
24,50,103,SB-416,D572-40285-203,A,D200613430,10,1,1,2022-04-27 21:05:42.232393,2022-04-27 21:19:10.174189,0.201,0.023,0.224
24,50,103,SB-416,D572-40285-203,A,D200613440,10,1,1,2022-04-27 21:27:00.312704,2022-04-27 21:40:44.349950,0.197,0.032,0.229
24,50,103,SB-416,D572-40285-203,A,D200613450,10,1,1,2022-04-27 21:47:48.346000,2022-04-27 22:01:18.313355,0.185,0.04,0.225
24,50,103,SB-416,D572-40284-203,A,D200613940,20,1,1,2022-04-27 22:26:26.524108,2022-04-27 23:03:22.647661,0.456,0.16,0.616
24,50,103,SB-416,D572-40284-203,A,D200613970,20,1,1,2022-04-27 23:12:38.694479,2022-04-27 23:56:08.844319,0.443,0.282,0.725
24,50,103,SB-416,D572-40284-203,A,D200613960,20,1,1,2022-04-28 01:13:41.132544,2022-04-28 01:44:37.238917,0.463,0.052,0.516
24,50,103,SB-416,D572-40284-203,A,D200613990,20,1,1,2022-04-28 01:53:09.144000,2022-04-28 02:24:31.382675,0.471,0.052,0.523
24,50,103,SB-416,D572-40284-203,A,D200613980,20,1,1,2022-04-28 02:36:11.440412,2022-04-28 03:06:59.511000,0.474,0.039,0.513
24,50,103,SB-416,D572-40284-203,A,D200614010,20,1,1,2022-04-28 03:28:49.639754,2022-04-28 04:02:45.753780,0.468,0.098,0.566
24,50,103,SB-416,D572-40284-203,A,D200614000,20,1,1,2022-04-28 04:10:39.777524,2022-04-28 04:43:55.913187,0.467,0.088,0.554
21,47,108,SNK RB-200F(2060),116W3104-28,A,D200594790,20,2,1,2022-04-27 10:13:19.188000,2022-04-27 14:16:45.749000,2.733,1.324,4.057
21,47,108,SNK RB-200F(2060),116W3104-28,A,D200594790,20,2,2,2022-04-27 14:44:11.698000,2022-04-27 17:18:12.022000,2.31,0.257,2.567
21,47,108,SNK RB-200F(2060),116W3104-27,A,D200594770,20,2,1,2022-04-27 17:58:21.980000,2022-04-27 21:11:02.367000,2.481,0.73,3.211
21,47,108,SNK RB-200F(2060),116W3104-27,A,D200594770,20,2,2,2022-04-27 21:42:42.495000,2022-04-28 00:44:34.779000,2.43,0.602,3.031
23,49,119,VMP8-6P,172A1006-4,A,D200594360,50,1,1,2022-04-27 07:28:49.864000,2022-04-27 08:36:36.806926,1.121,0.009,1.13
23,49,119,VMP8-6P,172A1006-4,A,D200594300,50,1,1,2022-04-27 09:57:50.923589,2022-04-27 11:05:36.415000,1.112,0.017,1.129
23,49,119,VMP8-6P,172A1006-4,A,D200594350,50,2,1,2022-04-27 11:31:14.242000,2022-04-27 12:39:28.600000,1.119,0.018,1.137
23,49,119,VMP8-6P,172A1006-4,A,D200594350,50,2,2,2022-04-27 13:12:14.150974,2022-04-27 14:20:12.574000,1.118,0.015,1.133
23,49,119,VMP8-6P,A81063320-03,B,D200609680,20,1,1,2022-04-27 16:19:44.717000,2022-04-28 01:51:13.907000,4.363,5.162,9.525
