factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,cycle_number,start_time,stop_time,spindle,idle_inter,total
23,49,114,MP2150,F5724403320001,D200601900,20,1,1,2022-04-14 06:15:10.062313,2022-04-14 20:44:08.544579,2.232,12.251,14.483
23,49,114,MP2150,F5724403320001,D200601910,20,1,1,2022-04-14 21:34:08.345910,2022-04-15 01:25:10.411941,2.35,1.5,3.851
23,49,114,MP2150,F5724403320001,D200601920,20,1,1,2022-04-15 01:47:41.026898,2022-04-15 05:29:33.188708,2.546,1.151,3.698
23,49,116,MYNX500#1,85W4850-005,D200595020,30,5,1,2022-04-14 08:26:56.924000,2022-04-14 08:29:46.931000,0.047,0.0,0.047
23,49,116,MYNX500#1,85W4850-005,D200595020,30,5,2,2022-04-14 08:32:48.942000,2022-04-14 08:35:42.948000,0.048,0.0,0.048
23,49,116,MYNX500#1,85W4850-005,D200595020,30,5,3,2022-04-14 09:04:27.029000,2022-04-14 09:07:28.932000,0.051,0.0,0.051
23,49,116,MYNX500#1,85W4850-005,D200595020,30,5,4,2022-04-14 09:46:43.144000,2022-04-14 09:49:39.139000,0.049,0.0,0.049
23,49,116,MYNX500#1,85W4850-005,D200595020,30,5,5,2022-04-14 09:59:23.153000,2022-04-14 10:02:26.146250,0.051,0.0,0.051
24,50,103,SB-416,D572-57845-203,D200573880,10,10,1,2022-04-14 08:57:05.860283,2022-04-14 09:13:16.022696,0.184,0.085,0.269
24,50,103,SB-416,D572-57845-203,D200573880,10,10,2,2022-04-14 09:21:17.934915,2022-04-14 09:34:09.984990,0.183,0.031,0.214
24,50,103,SB-416,D572-57845-203,D200573880,10,10,3,2022-04-14 09:42:12.007856,2022-04-14 09:55:02.153562,0.176,0.038,0.214
24,50,103,SB-416,D572-57845-203,D200573880,10,10,4,2022-04-14 09:59:20.071709,2022-04-14 10:12:18.007747,0.187,0.029,0.216
24,50,103,SB-416,D572-57845-203,D200573880,10,10,5,2022-04-14 10:20:14.240911,2022-04-14 10:33:08.297577,0.177,0.038,0.215
24,50,103,SB-416,D572-57845-203,D200573880,10,10,6,2022-04-14 10:38:06.319530,2022-04-14 10:51:02.371040,0.178,0.037,0.216
24,50,103,SB-416,D572-57845-203,D200573880,10,10,7,2022-04-14 10:56:30.342000,2022-04-14 11:09:24.301000,0.176,0.039,0.215
24,50,103,SB-416,D572-57845-203,D200573880,10,10,8,2022-04-14 11:13:44.456669,2022-04-14 11:26:38.286903,0.187,0.028,0.215
24,50,103,SB-416,D572-57845-203,D200573880,10,10,9,2022-04-14 11:35:50.532060,2022-04-14 11:48:44.569312,0.184,0.031,0.215
24,50,103,SB-416,D572-57845-203,D200573880,10,10,10,2022-04-14 11:51:52.588505,2022-04-14 12:04:44.631522,0.182,0.033,0.214
24,50,103,SB-416,D572-57845-203,D200590590,10,10,1,2022-04-14 08:57:05.860283,2022-04-14 09:13:16.022696,0.184,0.085,0.269
24,50,103,SB-416,D572-57845-203,D200590590,10,10,2,2022-04-14 09:21:17.934915,2022-04-14 09:34:09.984990,0.183,0.031,0.214
