factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
21,84,48,DMU 50 3rd Generation #2,315A6156-74,Y200160820,50,40,0.736,0.906,0.73,0.72,0.83,0.699,0.016,0.075,0.007,2022-03-18 11:52:41,2022-03-22 11:49:27,95.946
21,47,111,ECOSPEED F1040 #2,V5725352020600,D200593330,20,1,1.145,1.145,1.145,1.121,1.121,1.121,0.024,0.024,0.024,2022-03-22 18:48:32,2022-03-22 20:00:20,1.197
21,47,111,ECOSPEED F1040 #2,V5725352320600,D200593170,20,1,0.986,0.986,0.986,0.961,0.961,0.961,0.025,0.025,0.025,2022-03-22 09:54:53,2022-03-22 11:11:18,1.274
21,47,111,ECOSPEED F1040 #2,V5725352320600,D200593180,20,1,1.018,1.018,1.018,0.977,0.977,0.977,0.041,0.041,0.041,2022-03-22 08:23:15,2022-03-22 09:39:11,1.266
21,47,111,ECOSPEED F1040 #2,V5725352420400,D200594820,20,1,0.472,0.472,0.472,0.431,0.431,0.431,0.04,0.04,0.04,2022-03-22 15:38:10,2022-03-22 16:14:36,0.607
21,47,111,ECOSPEED F1040 #2,V5725352420400,D200594830,20,1,0.472,0.472,0.472,0.434,0.434,0.434,0.038,0.038,0.038,2022-03-22 16:32:33,2022-03-22 17:34:21,1.03
21,47,111,ECOSPEED F1040 #2,V5725352420400,D200594840,20,1,0.478,0.478,0.478,0.441,0.441,0.441,0.038,0.038,0.038,2022-03-22 17:56:58,2022-03-22 18:31:27,0.575
21,47,111,ECOSPEED F1040 #2,V5725352420600,D200594850,20,1,0.48,0.48,0.48,0.45,0.45,0.45,0.03,0.03,0.03,2022-03-22 11:29:31,2022-03-22 13:09:03,1.659
21,47,111,ECOSPEED F1040 #2,V5725352420600,D200594860,20,1,0.474,0.474,0.474,0.439,0.439,0.439,0.036,0.036,0.036,2022-03-22 13:34:35,2022-03-22 14:10:15,0.594
21,47,111,ECOSPEED F1040 #2,V5725352420600,D200594870,20,1,0.475,0.475,0.475,0.436,0.436,0.436,0.039,0.039,0.039,2022-03-22 14:32:11,2022-03-22 15:23:56,0.862
