factory_id,process_id,equipment_id,equipment_name,material,so,gop,qty,total_cycle_avg,total_cycle_max,total_cycle_min,spindle_cycle_avg,spindle_cycle_max,spindle_cycle_min,idle_cycle_avg,idle_cycle_max,idle_cycle_min,start_time,stop_time,total_runtime
24,50,102,CMI 3S #8,162D612313-2002,D200582270,30,1,3.846,3.846,3.846,2.546,2.546,2.546,1.3,1.3,1.3,2022-03-30 16:07:36,2022-03-30 20:14:46,4.119
21,84,48,DMU 50 3rd Generation #2,85W2850-017,D200580850,10,8,0.07,0.091,0.067,0.067,0.068,0.065,0.003,0.026,0.0,2022-03-30 10:17:12,2022-03-30 14:27:00,4.163
21,84,48,DMU 50 3rd Generation #2,85W2850-015,D200598270,10,12,0.073,0.093,0.071,0.072,0.073,0.071,0.002,0.021,0.0,2022-03-30 10:17:12,2022-03-30 14:21:51,4.077
21,84,48,DMU 50 3rd Generation #2,85W2850-015,D200580840,10,12,0.073,0.093,0.071,0.072,0.073,0.071,0.002,0.021,0.0,2022-03-30 10:17:12,2022-03-30 14:21:51,4.077
21,84,48,DMU 50 3rd Generation #2,113A3431-601,Y200163380,40,8,0.324,0.327,0.323,0.318,0.323,0.314,0.005,0.009,0.003,2022-03-30 05:47:37,2022-03-30 21:12:14,15.41
21,84,48,DMU 50 3rd Generation #2,85W2850-017,D200580860,10,8,0.07,0.091,0.067,0.067,0.068,0.065,0.003,0.026,0.0,2022-03-30 10:17:12,2022-03-30 14:27:00,4.163
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200593400,20,1,4.419,4.419,4.419,2.808,2.808,2.808,1.611,1.611,1.611,2022-03-30 09:53:52,2022-03-30 14:24:34,4.512
21,47,111,ECOSPEED F1040 #2,V5725416920800,D200593390,20,1,3.949,3.949,3.949,2.847,2.847,2.847,1.101,1.101,1.101,2022-03-30 14:47:37,2022-03-30 18:49:34,4.032
21,47,111,ECOSPEED F1040 #2,V5725416620400,D200593580,10,1,0.996,0.996,0.996,0.944,0.944,0.944,0.052,0.052,0.052,2022-03-30 08:33:08,2022-03-30 09:52:30,1.323
21,47,109,G3020 #1,116W2107-508,D200580760,30,3,1.642,1.709,1.564,1.259,1.264,1.252,0.382,0.445,0.303,2022-03-30 05:31:27,2022-03-30 11:12:03,5.677
21,47,109,G3020 #1,116W2106-607,D200583180,30,3,1.133,1.149,1.124,0.986,0.999,0.976,0.148,0.152,0.141,2022-03-30 19:07:55,2022-03-30 23:34:07,4.437
21,47,109,G3020 #1,116W2105-608,D200583190,30,3,1.121,1.154,1.101,0.95,0.956,0.939,0.17,0.214,0.145,2022-03-30 14:34:49,2022-03-30 19:07:32,4.545
21,47,109,G3020 #1,116W2104-507,D200583220,40,2,1.124,1.177,1.071,0.832,0.834,0.831,0.29,0.342,0.239,2022-03-31 01:53:55,2022-03-31 05:14:57,3.351
21,47,109,G3020 #1,116W2104-507,D200583090,40,2,1.08,1.084,1.075,0.812,0.817,0.807,0.268,0.268,0.267,2022-03-31 05:15:18,2022-03-31 07:58:45,2.724
21,47,112,HFP1540 PROTO,V5312019020000,D200580500,60,1,6.815,6.815,6.815,5.253,5.253,5.253,1.563,1.563,1.563,2022-03-30 09:22:01,2022-03-30 16:16:31,6.908
23,49,118,HU80A-5X,V5725305020700,D200576710,30,1,34.409,34.409,34.409,16.926,16.926,16.926,17.483,17.483,17.483,2022-03-28 09:44:33,2022-03-30 13:43:54,51.989
24,50,104,MC18200 #1,182T3103-7A,D200582100,30,3,2.19,2.704,1.919,1.774,1.776,1.77,0.417,0.929,0.143,2022-03-30 08:47:15,2022-03-30 20:14:06,11.448
24,50,104,MC18200 #1,182T3103-8A,D200582130,30,2,1.848,1.937,1.758,1.758,1.766,1.749,0.09,0.171,0.009,2022-03-30 01:42:07,2022-03-30 08:47:09,7.084
23,49,114,MP2150,112W2216-2,D200597350,20,2,5.514,7.014,4.015,3.823,3.847,3.799,1.692,3.167,0.217,2022-03-30 05:15:30,2022-03-30 18:10:11,12.911
23,49,114,MP2150,112W2216-1,D200597250,20,2,5.067,5.133,5.001,4.081,4.159,4.003,0.986,0.998,0.974,2022-03-30 18:10:30,2022-03-31 06:53:17,12.713
23,49,116,MYNX500#1,182A5014-50,D200595070,10,12,0.549,0.871,0.517,0.533,0.686,0.517,0.015,0.185,0.0,2022-03-30 05:00:53,2022-03-30 19:24:51,14.399
24,50,103,SB-416,D572-40298-201,D200584500,10,1,0.156,0.156,0.156,0.126,0.126,0.126,0.031,0.031,0.031,2022-03-30 13:33:18,2022-03-30 13:45:18,0.2
24,50,103,SB-416,D572-40298-201,D200584510,10,1,0.16,0.16,0.16,0.121,0.121,0.121,0.039,0.039,0.039,2022-03-30 13:45:30,2022-03-30 13:57:58,0.208
24,50,103,SB-416,D572-40298-201,D200584520,10,1,0.16,0.16,0.16,0.127,0.127,0.127,0.033,0.033,0.033,2022-03-30 13:58:19,2022-03-30 14:16:43,0.307
24,50,103,SB-416,D572-40298-201,D200584530,10,1,0.159,0.159,0.159,0.128,0.128,0.128,0.031,0.031,0.031,2022-03-30 14:16:53,2022-03-30 14:30:09,0.221
24,50,103,SB-416,D572-40298-201,D200584540,10,1,0.159,0.159,0.159,0.129,0.129,0.129,0.03,0.03,0.03,2022-03-30 14:30:20,2022-03-30 14:42:28,0.202
24,50,103,SB-416,D572-40298-201,D200584550,10,1,0.161,0.161,0.161,0.127,0.127,0.127,0.034,0.034,0.034,2022-03-30 14:42:38,2022-03-30 14:57:11,0.242
24,50,103,SB-416,D572-40298-201,D200584540,20,1,0.54,0.54,0.54,0.456,0.456,0.456,0.084,0.084,0.084,2022-03-31 05:50:50,2022-03-31 06:43:24,0.876
24,50,103,SB-416,D572-40298-201,D200584490,10,1,0.16,0.16,0.16,0.127,0.127,0.127,0.033,0.033,0.033,2022-03-30 13:16:28,2022-03-30 13:33:08,0.278
24,50,103,SB-416,D572-40298-201,D200584550,20,1,0.592,0.592,0.592,0.427,0.427,0.427,0.165,0.165,0.165,2022-03-31 04:31:03,2022-03-31 05:50:41,1.327
24,50,103,SB-416,D572-57836-203,D200571570,20,1,0.591,0.591,0.591,0.421,0.421,0.421,0.17,0.17,0.17,2022-03-31 01:19:01,2022-03-31 02:01:04,0.701
24,50,103,SB-416,D572-40298-201,D200584560,20,1,0.572,0.572,0.572,0.445,0.445,0.445,0.127,0.127,0.127,2022-03-31 03:47:48,2022-03-31 04:30:54,0.718
24,50,103,SB-416,D572-57836-203,D200571510,20,1,0.494,0.494,0.494,0.401,0.401,0.401,0.093,0.093,0.093,2022-03-30 21:02:45,2022-03-30 21:38:43,0.599
24,50,103,SB-416,D572-57836-203,D200571520,20,1,0.638,0.638,0.638,0.384,0.384,0.384,0.254,0.254,0.254,2022-03-30 20:18:34,2022-03-30 21:02:36,0.734
24,50,103,SB-416,D572-57836-203,D200571530,20,1,0.503,0.503,0.503,0.405,0.405,0.405,0.098,0.098,0.098,2022-03-30 22:26:31,2022-03-30 23:02:44,0.604
24,50,103,SB-416,D572-57836-203,D200571540,20,1,0.884,0.884,0.884,0.4,0.4,0.4,0.484,0.484,0.484,2022-03-31 02:01:12,2022-03-31 03:01:33,1.006
